season,week,contestant_id,celebrity_name,ballroom_partner,predicted_elim_prob
31,2,6,Wayne Brady,Witney Carson,0.0
31,2,7,Sam Champion,Cheryl Burke,0.0
31,2,8,Jessie James Decker,Alan Bersten,0.0
31,2,9,Jordin Sparks,Brandon Armstrong,0.0
31,2,10,Heidi D'Amelio,Artem Chigvintsev,0.0
31,2,11,Charli D'Amelio,Mark Ballas,0.0
31,2,12,Teresa Giudice,Pasha Pashkov,0.8363
31,2,13,Vinny Guadagnino,Koko Iwasaki,0.0
31,2,14,Shangela,Gleb Savchenko,0.0
31,2,15,Gabby Windey,Valentin Chmerkovskiy,0.0
31,3,1,Cheryl Ladd,Louis van Amstel,0.8407
31,3,2,Selma Blair,Sasha Farber,0.0
31,3,3,Joseph Baena,Daniella Karagach,0.0
31,3,4,Trevor Donovan,Emma Slater,0.0
31,3,5,Daniel Durant,Britt Stewart,0.0
31,3,6,Wayne Brady,Witney Carson,0.0
31,3,7,Sam Champion,Cheryl Burke,0.0139
31,3,8,Jessie James Decker,Alan Bersten,0.0004
31,3,9,Jordin Sparks,Brandon Armstrong,0.0
31,3,10,Heidi D'Amelio,Artem Chigvintsev,0.0
31,3,11,Charli D'Amelio,Mark Ballas,0.0
31,3,13,Vinny Guadagnino,Koko Iwasaki,0.8378
31,3,14,Shangela,Gleb Savchenko,0.0
31,3,15,Gabby Windey,Valentin Chmerkovskiy,0.0
31,4,2,Selma Blair,Sasha Farber,0.0
31,4,3,Joseph Baena,Daniella Karagach,0.0014
31,4,4,Trevor Donovan,Emma Slater,0.0008
31,4,5,Daniel Durant,Britt Stewart,0.0
31,4,6,Wayne Brady,Witney Carson,0.0
31,4,7,Sam Champion,Cheryl Burke,1.0
31,4,8,Jessie James Decker,Alan Bersten,0.0
31,4,9,Jordin Sparks,Brandon Armstrong,0.0
31,4,10,Heidi D'Amelio,Artem Chigvintsev,0.0
31,4,11,Charli D'Amelio,Mark Ballas,0.0
31,4,13,Vinny Guadagnino,Koko Iwasaki,0.0
31,4,14,Shangela,Gleb Savchenko,0.0
31,4,15,Gabby Windey,Valentin Chmerkovskiy,0.0
31,5,2,Selma Blair,Sasha Farber,0.0
31,5,3,Joseph Baena,Daniella Karagach,0.06
31,5,4,Trevor Donovan,Emma Slater,0.0
31,5,5,Daniel Durant,Britt Stewart,0.005
31,5,6,Wayne Brady,Witney Carson,0.0
31,5,8,Jessie James Decker,Alan Bersten,0.0
31,5,9,Jordin Sparks,Brandon Armstrong,0.0
31,5,10,Heidi D'Amelio,Artem Chigvintsev,0.0
31,5,11,Charli D'Amelio,Mark Ballas,0.0
31,5,13,Vinny Guadagnino,Koko Iwasaki,0.995
31,5,14,Shangela,Gleb Savchenko,0.0
31,5,15,Gabby Windey,Valentin Chmerkovskiy,0.0
31,6,4,Trevor Donovan,Emma Slater,0.0
31,6,5,Daniel Durant,Britt Stewart,0.0
31,6,6,Wayne Brady,Witney Carson,0.0
31,6,8,Jessie James Decker,Alan Bersten,0.929
31,6,9,Jordin Sparks,Brandon Armstrong,0.0
31,6,10,Heidi D'Amelio,Artem Chigvintsev,0.0
31,6,11,Charli D'Amelio,Mark Ballas,0.0
31,6,13,Vinny Guadagnino,Koko Iwasaki,1.0
31,6,14,Shangela,Gleb Savchenko,0.0
31,6,15,Gabby Windey,Valentin Chmerkovskiy,0.0
31,7,4,Trevor Donovan,Emma Slater,0.0
31,7,5,Daniel Durant,Britt Stewart,0.0
31,7,6,Wayne Brady,Witney Carson,0.0
31,7,9,Jordin Sparks,Brandon Armstrong,0.6265
31,7,10,Heidi D'Amelio,Artem Chigvintsev,0.0004
31,7,11,Charli D'Amelio,Mark Ballas,0.0
31,7,13,Vinny Guadagnino,Koko Iwasaki,0.998
31,7,14,Shangela,Gleb Savchenko,0.0
31,7,15,Gabby Windey,Valentin Chmerkovskiy,0.0
31,8,4,Trevor Donovan,Emma Slater,0.0
31,8,5,Daniel Durant,Britt Stewart,0.0
31,8,6,Wayne Brady,Witney Carson,0.0
31,8,10,Heidi D'Amelio,Artem Chigvintsev,1.0
31,8,11,Charli D'Amelio,Mark Ballas,0.0
31,8,13,Vinny Guadagnino,Koko Iwasaki,1.0
31,8,14,Shangela,Gleb Savchenko,0.0
31,8,15,Gabby Windey,Valentin Chmerkovskiy,0.0
31,9,4,Trevor Donovan,Emma Slater,1.0
31,9,5,Daniel Durant,Britt Stewart,0.9965
31,9,6,Wayne Brady,Witney Carson,0.0194
31,9,11,Charli D'Amelio,Mark Ballas,0.0
31,9,14,Shangela,Gleb Savchenko,0.0188
31,9,15,Gabby Windey,Valentin Chmerkovskiy,0.0
31,10,6,Wayne Brady,Witney Carson,0.0
31,10,11,Charli D'Amelio,Mark Ballas,0.0
31,10,14,Shangela,Gleb Savchenko,0.0
31,10,15,Gabby Windey,Valentin Chmerkovskiy,0.0
32,1,0,Jamie Lynn Spears,Alan Bersten,0.0
32,1,1,Mira Sorvino,Gleb Savchenko,0.0
32,1,2,Barry Williams,Peta Murgatroyd,0.0
32,1,3,Alyson Hannigan,Sasha Farber,0.0336
32,1,4,Xochitl Gomez,Valentin Chmerkovskiy,0.0
32,1,5,Adrian Peterson,Britt Stewart,0.0
32,1,6,Matt Walsh,Koko Iwasaki,0.6226
32,1,7,Tyson Beckford,Jenna Johnson,0.3199
32,1,8,Jason Mraz,Daniella Karagach,0.0
32,1,9,Lele Pons,Brandon Armstrong,0.0
32,1,10,Harry Jowsey,Rylee Arnold,0.3276
32,1,11,Mauricio Umansky,Emma Slater,0.0
32,1,12,Charity Lawson,Artem Chigvintsev,0.0
32,1,13,Ariana Madix,Pasha Pashkov,0.0
32,2,0,Jamie Lynn Spears,Alan Bersten,0.03
32,2,1,Mira Sorvino,Gleb Savchenko,0.0
32,2,2,Barry Williams,Peta Murgatroyd,0.0008
32,2,3,Alyson Hannigan,Sasha Farber,0.0
32,2,4,Xochitl Gomez,Valentin Chmerkovskiy,0.0
32,2,5,Adrian Peterson,Britt Stewart,0.0014
32,2,7,Tyson Beckford,Jenna Johnson,0.0
32,2,8,Jason Mraz,Daniella Karagach,0.0
32,2,9,Lele Pons,Brandon Armstrong,0.0
32,2,10,Harry Jowsey,Rylee Arnold,0.0012
32,2,11,Mauricio Umansky,Emma Slater,0.9966
32,2,12,Charity Lawson,Artem Chigvintsev,0.0
32,2,13,Ariana Madix,Pasha Pashkov,0.0
32,3,1,Mira Sorvino,Gleb Savchenko,0.0
32,3,2,Barry Williams,Peta Murgatroyd,0.0
32,3,3,Alyson Hannigan,Sasha Farber,0.0
32,3,4,Xochitl Gomez,Valentin Chmerkovskiy,0.0
32,3,5,Adrian Peterson,Britt Stewart,0.0222
32,3,7,Tyson Beckford,Jenna Johnson,0.9993
32,3,8,Jason Mraz,Daniella Karagach,0.0
32,3,9,Lele Pons,Brandon Armstrong,0.0
32,3,10,Harry Jowsey,Rylee Arnold,0.0001
32,3,11,Mauricio Umansky,Emma Slater,0.0008
32,3,12,Charity Lawson,Artem Chigvintsev,0.0
32,3,13,Ariana Madix,Pasha Pashkov,0.0
32,4,1,Mira Sorvino,Gleb Savchenko,0.0
32,4,2,Barry Williams,Peta Murgatroyd,0.4676
32,4,3,Alyson Hannigan,Sasha Farber,0.4703
32,4,4,Xochitl Gomez,Valentin Chmerkovskiy,0.0
32,4,5,Adrian Peterson,Britt Stewart,0.0007
32,4,8,Jason Mraz,Daniella Karagach,0.0
32,4,9,Lele Pons,Brandon Armstrong,0.0
32,4,10,Harry Jowsey,Rylee Arnold,0.0
32,4,11,Mauricio Umansky,Emma Slater,0.062
32,4,12,Charity Lawson,Artem Chigvintsev,0.0
32,4,13,Ariana Madix,Pasha Pashkov,0.0
32,5,1,Mira Sorvino,Gleb Savchenko,0.1542
32,5,2,Barry Williams,Peta Murgatroyd,0.0
32,5,3,Alyson Hannigan,Sasha Farber,0.0007
32,5,4,Xochitl Gomez,Valentin Chmerkovskiy,0.0
32,5,8,Jason Mraz,Daniella Karagach,0.0
32,5,9,Lele Pons,Brandon Armstrong,0.0
32,5,10,Harry Jowsey,Rylee Arnold,0.9992
32,5,11,Mauricio Umansky,Emma Slater,0.0
32,5,12,Charity Lawson,Artem Chigvintsev,0.0
32,5,13,Ariana Madix,Pasha Pashkov,0.0
32,6,2,Barry Williams,Peta Murgatroyd,0.0007
32,6,3,Alyson Hannigan,Sasha Farber,0.0222
32,6,4,Xochitl Gomez,Valentin Chmerkovskiy,0.0
32,6,8,Jason Mraz,Daniella Karagach,0.0
32,6,9,Lele Pons,Brandon Armstrong,0.0
32,6,10,Harry Jowsey,Rylee Arnold,0.977
32,6,11,Mauricio Umansky,Emma Slater,0.0118
32,6,12,Charity Lawson,Artem Chigvintsev,0.0
32,6,13,Ariana Madix,Pasha Pashkov,0.0
32,7,2,Barry Williams,Peta Murgatroyd,0.3009
32,7,3,Alyson Hannigan,Sasha Farber,0.0001
32,7,4,Xochitl Gomez,Valentin Chmerkovskiy,0.0
32,7,8,Jason Mraz,Daniella Karagach,0.0
32,7,9,Lele Pons,Brandon Armstrong,0.0001
32,7,10,Harry Jowsey,Rylee Arnold,0.699
32,7,12,Charity Lawson,Artem Chigvintsev,0.0
32,7,13,Ariana Madix,Pasha Pashkov,0.0
32,8,2,Barry Williams,Peta Murgatroyd,0.0225
32,8,3,Alyson Hannigan,Sasha Farber,0.0
32,8,4,Xochitl Gomez,Valentin Chmerkovskiy,0.0
32,8,8,Jason Mraz,Daniella Karagach,0.0
32,8,10,Harry Jowsey,Rylee Arnold,1.0
32,8,12,Charity Lawson,Artem Chigvintsev,0.0
32,8,13,Ariana Madix,Pasha Pashkov,0.0
32,9,3,Alyson Hannigan,Sasha Farber,0.021
32,9,4,Xochitl Gomez,Valentin Chmerkovskiy,0.0
32,9,8,Jason Mraz,Daniella Karagach,0.0
32,9,10,Harry Jowsey,Rylee Arnold,1.0
32,9,12,Charity Lawson,Artem Chigvintsev,0.0
32,9,13,Ariana Madix,Pasha Pashkov,0.0
32,10,3,Alyson Hannigan,Sasha Farber,0.0
32,10,4,Xochitl Gomez,Valentin Chmerkovskiy,0.0
32,10,8,Jason Mraz,Daniella Karagach,0.0
32,10,12,Charity Lawson,Artem Chigvintsev,0.0
32,10,13,Ariana Madix,Pasha Pashkov,0.0
32,11,3,Alyson Hannigan,Sasha Farber,0.0
32,11,4,Xochitl Gomez,Valentin Chmerkovskiy,0.0
32,11,8,Jason Mraz,Daniella Karagach,0.0
32,11,12,Charity Lawson,Artem Chigvintsev,0.0
32,11,13,Ariana Madix,Pasha Pashkov,0.0
33,1,0,Tori Spelling,Pasha Pashkov,0.0
33,1,1,Eric Roberts,Britt Stewart,0.0
33,1,2,Reginald VelJohnson,Emma Slater,0.0
33,1,3,Chandler Kinney,Brandon Armstrong,0.0
33,1,4,Dwight Howard?,Daniella Karagach,0.0
33,1,5,Danny Amendola,Witney Carson,0.0
33,1,6,Stephen Nedoroscik,Rylee Arnold,0.0
33,1,7,Ilona Maher,Alan Bersten,0.0
33,1,8,Anna Delvey,Ezra Sosa,0.0
33,1,9,Brooks Nader,Gleb Savchenko,0.0
33,1,10,Phaedra Parks,Val Chmerkovskiy,0.0
33,1,11,Jenn Tran,Sasha Farber,0.0
33,1,12,Joey Graziadei,Jenna Johnson,0.0
33,2,0,Tori Spelling,Pasha Pashkov,0.0234
33,2,1,Eric Roberts,Britt Stewart,0.5103
33,2,2,Reginald VelJohnson,Emma Slater,0.4908
33,2,3,Chandler Kinney,Brandon Armstrong,0.0
33,2,4,Dwight Howard?,Daniella Karagach,0.0
33,2,5,Danny Amendola,Witney Carson,0.0
33,2,6,Stephen Nedoroscik,Rylee Arnold,0.0
33,2,7,Ilona Maher,Alan Bersten,0.0
33,2,8,Anna Delvey,Ezra Sosa,0.9765
33,2,9,Brooks Nader,Gleb Savchenko,0.0
33,2,10,Phaedra Parks,Val Chmerkovskiy,0.0
33,2,11,Jenn Tran,Sasha Farber,0.0
33,2,12,Joey Graziadei,Jenna Johnson,0.0
33,3,1,Eric Roberts,Britt Stewart,1.0
33,3,2,Reginald VelJohnson,Emma Slater,1.0
33,3,3,Chandler Kinney,Brandon Armstrong,0.0
33,3,4,Dwight Howard?,Daniella Karagach,0.0013
33,3,5,Danny Amendola,Witney Carson,0.0
33,3,6,Stephen Nedoroscik,Rylee Arnold,0.0
33,3,7,Ilona Maher,Alan Bersten,0.0
33,3,9,Brooks Nader,Gleb Savchenko,0.0
33,3,10,Phaedra Parks,Val Chmerkovskiy,0.0
33,3,11,Jenn Tran,Sasha Farber,0.0
33,3,12,Joey Graziadei,Jenna Johnson,0.0
33,4,3,Chandler Kinney,Brandon Armstrong,0.0013
33,4,4,Dwight Howard?,Daniella Karagach,0.9942
33,4,5,Danny Amendola,Witney Carson,0.0
33,4,6,Stephen Nedoroscik,Rylee Arnold,0.0
33,4,7,Ilona Maher,Alan Bersten,0.0014
33,4,9,Brooks Nader,Gleb Savchenko,0.1941
33,4,10,Phaedra Parks,Val Chmerkovskiy,0.0009
33,4,11,Jenn Tran,Sasha Farber,0.0017
33,4,12,Joey Graziadei,Jenna Johnson,0.0
33,5,3,Chandler Kinney,Brandon Armstrong,0.0
33,5,4,Dwight Howard?,Daniella Karagach,0.3287
33,5,5,Danny Amendola,Witney Carson,0.0081
33,5,6,Stephen Nedoroscik,Rylee Arnold,0.3166
33,5,7,Ilona Maher,Alan Bersten,0.0017
33,5,10,Phaedra Parks,Val Chmerkovskiy,0.6442
33,5,11,Jenn Tran,Sasha Farber,0.0082
33,5,12,Joey Graziadei,Jenna Johnson,0.0016
33,6,3,Chandler Kinney,Brandon Armstrong,0.0
33,6,4,Dwight Howard?,Daniella Karagach,0.0
33,6,5,Danny Amendola,Witney Carson,0.0
33,6,6,Stephen Nedoroscik,Rylee Arnold,0.0
33,6,7,Ilona Maher,Alan Bersten,1.0
33,6,11,Jenn Tran,Sasha Farber,0.0
33,6,12,Joey Graziadei,Jenna Johnson,0.0
33,7,3,Chandler Kinney,Brandon Armstrong,0.0
33,7,4,Dwight Howard?,Daniella Karagach,0.992
33,7,5,Danny Amendola,Witney Carson,0.0626
33,7,6,Stephen Nedoroscik,Rylee Arnold,0.0008
33,7,7,Ilona Maher,Alan Bersten,0.0164
33,7,12,Joey Graziadei,Jenna Johnson,0.0001
33,8,3,Chandler Kinney,Brandon Armstrong,0.0
33,8,5,Danny Amendola,Witney Carson,0.0
33,8,6,Stephen Nedoroscik,Rylee Arnold,0.0
33,8,7,Ilona Maher,Alan Bersten,0.0
33,8,12,Joey Graziadei,Jenna Johnson,0.0
33,9,3,Chandler Kinney,Brandon Armstrong,0.0
33,9,5,Danny Amendola,Witney Carson,0.0
33,9,6,Stephen Nedoroscik,Rylee Arnold,0.0
33,9,7,Ilona Maher,Alan Bersten,0.0
33,9,12,Joey Graziadei,Jenna Johnson,0.0
34,1,0,Corey Feldman,Jenna Johnson,0.0
34,1,1,Danielle Fishel,Pasha Pashkov,0.0
34,1,2,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),0.0
34,1,3,Baron Davis,Britt Stewart,0.0
34,1,4,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),0.0
34,1,5,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),0.0
34,1,6,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),0.0
34,1,7,Hilaria Baldwin,Gleb Savchenko,0.0
34,1,8,Lauren Jauregui,Brandon Armstrong,0.0
34,1,9,Scott Hoying,Rylee Arnold,0.0
34,1,10,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),0.0
34,1,11,Jen Affleck,Jan Ravnik,0.0
34,1,12,Whitney Leavitt,Mark Ballas,0.0
34,1,13,Dylan Efron,Daniella Karagach (Rumer Willis week 9),0.0
34,2,0,Corey Feldman,Jenna Johnson,0.9988
34,2,1,Danielle Fishel,Pasha Pashkov,0.0007
34,2,2,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),0.0
34,2,3,Baron Davis,Britt Stewart,0.4034
34,2,4,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),0.0
34,2,5,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),0.9584
34,2,6,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),0.0
34,2,7,Hilaria Baldwin,Gleb Savchenko,0.0
34,2,8,Lauren Jauregui,Brandon Armstrong,0.0
34,2,9,Scott Hoying,Rylee Arnold,0.0194
34,2,10,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),0.0
34,2,11,Jen Affleck,Jan Ravnik,0.0
34,2,12,Whitney Leavitt,Mark Ballas,0.0
34,2,13,Dylan Efron,Daniella Karagach (Rumer Willis week 9),0.0
34,3,1,Danielle Fishel,Pasha Pashkov,0.0001
34,3,2,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),0.0
34,3,4,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),0.0
34,3,5,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),0.4739
34,3,6,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),0.0
34,3,7,Hilaria Baldwin,Gleb Savchenko,0.0
34,3,8,Lauren Jauregui,Brandon Armstrong,0.8652
34,3,9,Scott Hoying,Rylee Arnold,0.0
34,3,10,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),0.0
34,3,11,Jen Affleck,Jan Ravnik,0.0588
34,3,12,Whitney Leavitt,Mark Ballas,0.0
34,3,13,Dylan Efron,Daniella Karagach (Rumer Willis week 9),0.0
34,4,1,Danielle Fishel,Pasha Pashkov,0.0016
34,4,2,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),0.0
34,4,4,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),0.0
34,4,5,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),0.9972
34,4,6,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),0.0
34,4,7,Hilaria Baldwin,Gleb Savchenko,0.003
34,4,9,Scott Hoying,Rylee Arnold,0.0012
34,4,10,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),0.0
34,4,11,Jen Affleck,Jan Ravnik,0.0
34,4,12,Whitney Leavitt,Mark Ballas,0.0
34,4,13,Dylan Efron,Daniella Karagach (Rumer Willis week 9),0.0
34,5,1,Danielle Fishel,Pasha Pashkov,0.0
34,5,2,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),0.0
34,5,4,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),0.0
34,5,5,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),0.0
34,5,6,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),0.0
34,5,9,Scott Hoying,Rylee Arnold,0.0
34,5,10,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),0.0
34,5,11,Jen Affleck,Jan Ravnik,0.0
34,5,12,Whitney Leavitt,Mark Ballas,0.0
34,5,13,Dylan Efron,Daniella Karagach (Rumer Willis week 9),0.0
34,6,1,Danielle Fishel,Pasha Pashkov,0.0
34,6,2,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),0.0
34,6,4,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),0.0
34,6,5,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),0.8403
34,6,6,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),0.0
34,6,9,Scott Hoying,Rylee Arnold,1.0
34,6,10,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),0.0
34,6,11,Jen Affleck,Jan Ravnik,0.0
34,6,12,Whitney Leavitt,Mark Ballas,0.0
34,6,13,Dylan Efron,Daniella Karagach (Rumer Willis week 9),0.0
34,7,1,Danielle Fishel,Pasha Pashkov,0.0
34,7,2,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),0.0015
34,7,4,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),0.0
34,7,5,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),0.9985
34,7,6,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),0.0
34,7,10,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),0.0
34,7,11,Jen Affleck,Jan Ravnik,0.0217
34,7,12,Whitney Leavitt,Mark Ballas,0.0
34,7,13,Dylan Efron,Daniella Karagach (Rumer Willis week 9),0.0
34,8,1,Danielle Fishel,Pasha Pashkov,0.5772
34,8,2,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),0.0
34,8,4,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),0.0
34,8,5,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),0.998
34,8,6,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),0.0
34,8,10,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),0.0
34,8,12,Whitney Leavitt,Mark Ballas,0.0
34,8,13,Dylan Efron,Daniella Karagach (Rumer Willis week 9),0.0
34,9,2,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),0.0
34,9,4,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),0.0
34,9,5,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),1.0
34,9,6,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),0.0
34,9,10,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),0.0
34,9,12,Whitney Leavitt,Mark Ballas,0.0
34,9,13,Dylan Efron,Daniella Karagach (Rumer Willis week 9),0.0
34,10,2,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),0.1097
34,10,4,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),0.1079
34,10,6,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),0.0059
34,10,10,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),0.0294
34,10,12,Whitney Leavitt,Mark Ballas,0.1429
34,10,13,Dylan Efron,Daniella Karagach (Rumer Willis week 9),0.7148
34,11,2,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),0.0
34,11,4,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),0.0
34,11,6,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),0.0
34,11,10,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),0.0
34,11,13,Dylan Efron,Daniella Karagach (Rumer Willis week 9),0.0
